Date Time Served,Bar Name,Alcohol Type,Brand Name,Opening Balance (ml),Purchase (ml),Consumed (ml),Closing Balance (ml),Date,Month,Day,DayOfWeek,Hour,Recommended_Par_Level,Simulated_Closing,Stockout,Overstock
2023-01-04 15:02:00,Smith's Bar,Rum,Malibu,2260.62,789.76,147.19,2903.19,2023-01-04,1,4,Wednesday,15,4100.0,2903.19,False,False
2023-01-04 10:45:00,Smith's Bar,Beer,Miller,2300.0,0.0,349.22,1950.0,2023-01-04,1,4,Wednesday,10,4200.0,1950.78,False,False
2023-01-04 17:32:00,Johnson's Bar,Vodka,Smirnoff,1698.75,0.0,464.68,1234.07,2023-01-04,1,4,Wednesday,17,3700.0,1234.07,False,False
2023-01-04 15:43:00,Johnson's Bar,Whiskey,Jack Daniels,2672.86,0.0,399.96,2272.9,2023-01-04,1,4,Wednesday,15,4300.0,2272.9,False,False
2023-01-04 17:02:00,Johnson's Bar,Wine,Sutter Home,2530.28,0.0,249.69,2280.59,2023-01-04,1,4,Wednesday,17,3800.0,2280.59,False,False
2023-01-04 22:46:00,Johnson's Bar,Beer,Miller,1992.8,0.0,271.23,1721.57,2023-01-04,1,4,Wednesday,22,3800.0,1721.57,False,False
2023-01-04 10:23:00,Brown's Bar,Whiskey,Jack Daniels,422.51,1628.08,201.9,1848.69,2023-01-04,1,4,Wednesday,10,2400.0,1848.69,False,False
2023-01-04 14:21:00,Brown's Bar,Wine,Sutter Home,981.38,0.0,146.13,835.25,2023-01-04,1,4,Wednesday,14,3000.0,835.25,False,False
2023-01-04 14:47:00,Brown's Bar,Vodka,Grey Goose,2560.44,1713.47,481.36,3792.55,2023-01-04,1,4,Wednesday,14,3900.0,3792.5499999999997,False,False
2023-01-04 10:55:00,Brown's Bar,Beer,Heineken,1787.94,1779.27,198.65,3368.56,2023-01-04,1,4,Wednesday,10,4600.0,3368.56,False,False
2023-01-04 15:19:00,Taylor's Bar,Rum,Bacardi,1781.2,1069.94,380.15,2470.99,2023-01-04,1,4,Wednesday,15,3800.0,2470.9900000000002,False,False
2023-01-04 18:29:00,Taylor's Bar,Vodka,Absolut,1736.08,0.0,533.56,1202.52,2023-01-04,1,4,Wednesday,18,4800.0,1202.52,False,False
2023-01-04 10:39:00,Anderson's Bar,Beer,Coors,483.45,1009.41,544.08,948.78,2023-01-04,1,4,Wednesday,10,4400.0,948.7799999999999,False,False
2023-01-04 13:06:00,Anderson's Bar,Wine,Sutter Home,2017.45,1781.89,112.16,3687.18,2023-01-04,1,4,Wednesday,13,5000.0,3687.1800000000003,False,False
2023-01-04 11:47:00,Thomas's Bar,Vodka,Grey Goose,2127.34,0.0,451.49,1675.85,2023-01-04,1,4,Wednesday,11,4600.0,1675.8500000000001,False,False
2023-01-04 19:35:00,Thomas's Bar,Rum,Captain Morgan,1035.01,0.0,285.25,749.76,2023-01-04,1,4,Wednesday,19,4200.0,749.76,False,False
2023-01-04 20:51:00,Thomas's Bar,Beer,Budweiser,668.87,1339.48,461.73,1546.62,2023-01-04,1,4,Wednesday,20,3500.0,1546.62,False,False
2023-01-05 13:00:00,Smith's Bar,Beer,Miller,1953.63,1921.59,381.0,3494.22,2023-01-05,1,5,Thursday,13,4200.0,3494.2200000000003,False,False
2023-01-05 10:52:00,Smith's Bar,Wine,Yellow Tail,1344.37,1841.73,419.96,2766.14,2023-01-05,1,5,Thursday,10,4500.0,2766.14,False,False
2023-01-05 16:50:00,Johnson's Bar,Beer,Heineken,2754.41,810.27,129.85,3434.83,2023-01-05,1,5,Thursday,16,4800.0,3434.83,False,False
2023-01-05 15:46:00,Johnson's Bar,Rum,Malibu,2915.08,0.0,275.18,2639.9,2023-01-05,1,5,Thursday,15,3600.0,2639.9,False,False
2023-01-05 13:39:00,Johnson's Bar,Whiskey,Jack Daniels,2272.9,0.0,450.63,1822.27,2023-01-05,1,5,Thursday,13,4300.0,1822.27,False,False
2023-01-05 17:38:00,Johnson's Bar,Wine,Barefoot,806.77,1151.42,530.4,1427.79,2023-01-05,1,5,Thursday,17,3700.0,1427.79,False,False
2023-01-05 21:19:00,Brown's Bar,Wine,Yellow Tail,2256.57,0.0,552.5,1704.07,2023-01-05,1,5,Thursday,21,6300.0,1704.0700000000002,False,False
2023-01-05 11:52:00,Brown's Bar,Beer,Miller,562.38,1733.4,135.16,2160.62,2023-01-05,1,5,Thursday,11,2000.0,2160.6200000000003,False,False
2023-01-05 18:50:00,Brown's Bar,Vodka,Absolut,1117.41,0.0,575.68,541.73,2023-01-05,1,5,Thursday,18,2600.0,541.7300000000001,False,False
2023-01-05 14:32:00,Brown's Bar,Whiskey,Jack Daniels,1848.69,996.16,468.93,2375.92,2023-01-05,1,5,Thursday,14,2400.0,2375.92,False,False
2023-01-05 12:48:00,Taylor's Bar,Beer,Heineken,398.16,0.0,398.16,0.0,2023-01-05,1,5,Thursday,12,4400.0,0.0,True,False
2023-01-05 14:55:00,Taylor's Bar,Rum,Malibu,1110.96,0.0,409.14,701.82,2023-01-05,1,5,Thursday,14,4300.0,701.82,False,False
2023-01-05 16:15:00,Taylor's Bar,Vodka,Absolut,1202.52,0.0,269.68,932.84,2023-01-05,1,5,Thursday,16,4800.0,932.8399999999999,False,False
2023-01-05 18:31:00,Taylor's Bar,Whiskey,Jack Daniels,2254.32,0.0,170.08,2084.24,2023-01-05,1,5,Thursday,18,4000.0,2084.2400000000002,False,False
2023-01-05 16:46:00,Anderson's Bar,Whiskey,Jim Beam,2420.06,0.0,420.18,1999.88,2023-01-05,1,5,Thursday,16,5100.0,1999.8799999999999,False,False
2023-01-05 21:47:00,Anderson's Bar,Wine,Yellow Tail,613.87,0.0,389.08,224.79,2023-01-05,1,5,Thursday,21,3800.0,224.79000000000002,True,False
2023-01-05 10:10:00,Anderson's Bar,Vodka,Absolut,1191.3,0.0,463.2,728.1,2023-01-05,1,5,Thursday,10,3500.0,728.0999999999999,False,False
2023-01-05 20:58:00,Thomas's Bar,Vodka,Smirnoff,2013.02,527.19,563.71,1976.5,2023-01-05,1,5,Thursday,20,4600.0,1976.5,False,False
2023-01-05 22:19:00,Thomas's Bar,Whiskey,Jameson,1421.05,0.0,515.65,905.4,2023-01-05,1,5,Thursday,22,2900.0,905.4,False,False
2023-01-05 11:43:00,Thomas's Bar,Wine,Barefoot,921.96,0.0,530.31,391.65,2023-01-05,1,5,Thursday,11,4100.0,391.6500000000001,True,False
2023-01-06 11:17:00,Smith's Bar,Whiskey,Jim Beam,1128.72,0.0,365.41,763.31,2023-01-06,1,6,Friday,11,4400.0,763.31,False,False
2023-01-06 11:29:00,Smith's Bar,Vodka,Grey Goose,2437.14,1144.18,450.58,3130.74,2023-01-06,1,6,Friday,11,3800.0,3130.74,False,False
2023-01-06 20:56:00,Johnson's Bar,Beer,Coors,2449.21,0.0,353.37,2095.84,2023-01-06,1,6,Friday,20,4200.0,2095.84,False,False
2023-01-06 15:39:00,Johnson's Bar,Rum,Malibu,2639.9,0.0,512.26,2127.64,2023-01-06,1,6,Friday,15,3600.0,2127.6400000000003,False,False
2023-01-06 10:16:00,Johnson's Bar,Vodka,Grey Goose,1034.28,0.0,103.52,930.76,2023-01-06,1,6,Friday,10,5000.0,930.76,False,False
2023-01-06 13:10:00,Johnson's Bar,Wine,Barefoot,1427.79,0.0,248.86,1180.0,2023-01-06,1,6,Friday,13,3700.0,1178.9299999999998,False,False
2023-01-06 18:51:00,Brown's Bar,Vodka,Smirnoff,1065.36,0.0,407.21,658.15,2023-01-06,1,6,Friday,18,3800.0,658.1499999999999,False,False
2023-01-06 18:42:00,Brown's Bar,Whiskey,Jack Daniels,2375.92,0.0,231.83,2144.09,2023-01-06,1,6,Friday,18,2400.0,2144.09,False,False
2023-01-06 11:51:00,Brown's Bar,Rum,Bacardi,145.81,0.0,145.81,0.0,2023-01-06,1,6,Friday,11,3300.0,0.0,True,False
2023-01-06 20:21:00,Brown's Bar,Beer,Budweiser,2761.23,1741.01,224.12,4278.12,2023-01-06,1,6,Friday,20,4400.0,4278.12,False,False
2023-01-06 17:18:00,Taylor's Bar,Beer,Coors,1552.45,0.0,371.0,1181.45,2023-01-06,1,6,Friday,17,3500.0,1181.45,False,False
2023-01-06 19:41:00,Taylor's Bar,Wine,Barefoot,2592.17,0.0,264.54,2327.63,2023-01-06,1,6,Friday,19,3500.0,2327.63,False,False
2023-01-06 14:19:00,Taylor's Bar,Rum,Captain Morgan,721.76,0.0,594.98,126.78,2023-01-06,1,6,Friday,14,5000.0,126.77999999999997,True,False
2023-01-06 10:07:00,Taylor's Bar,Whiskey,Jameson,1839.79,0.0,460.69,1379.1,2023-01-06,1,6,Friday,10,4100.0,1379.1,False,False
2023-01-06 11:38:00,Anderson's Bar,Wine,Sutter Home,3687.18,1943.79,208.44,5422.53,2023-01-06,1,6,Friday,11,5000.0,5422.53,False,False
2023-01-06 18:34:00,Anderson's Bar,Whiskey,Jameson,2194.28,685.6,532.62,2347.26,2023-01-06,1,6,Friday,18,3900.0,2347.26,False,False
2023-01-06 22:13:00,Anderson's Bar,Vodka,Absolut,728.1,0.0,453.02,275.08,2023-01-06,1,6,Friday,22,3500.0,275.08000000000004,True,False
2023-01-06 18:50:00,Anderson's Bar,Beer,Coors,948.78,980.0,274.13,1654.65,2023-01-06,1,6,Friday,18,4400.0,1654.65,False,False
2023-01-06 19:56:00,Thomas's Bar,Wine,Barefoot,391.65,0.0,165.34,226.31,2023-01-06,1,6,Friday,19,4100.0,226.30999999999997,True,False
2023-01-06 17:59:00,Thomas's Bar,Rum,Malibu,2330.76,0.0,561.15,1769.61,2023-01-06,1,6,Friday,17,3800.0,1769.6100000000001,False,False
2023-01-06 21:10:00,Thomas's Bar,Beer,Coors,618.31,0.0,456.45,161.86,2023-01-06,1,6,Friday,21,4500.0,161.85999999999996,True,False
2023-01-06 10:56:00,Thomas's Bar,Vodka,Grey Goose,1675.85,0.0,507.09,1168.76,2023-01-06,1,6,Friday,10,4600.0,1168.76,False,False
2023-01-07 22:43:00,Smith's Bar,Whiskey,Jack Daniels,2265.2,0.0,322.87,1942.33,2023-01-07,1,7,Saturday,22,4400.0,1942.33,False,False
2023-01-07 10:55:00,Smith's Bar,Wine,Barefoot,663.38,1855.33,547.18,1971.53,2023-01-07,1,7,Saturday,10,4300.0,1971.5300000000002,False,False
2023-01-07 13:40:00,Smith's Bar,Beer,Miller,3494.22,965.72,567.69,3892.25,2023-01-07,1,7,Saturday,13,4200.0,3892.2499999999995,False,False
2023-01-07 19:09:00,Johnson's Bar,Wine,Yellow Tail,802.97,0.0,415.71,387.26,2023-01-07,1,7,Saturday,19,3800.0,387.26000000000005,True,False
2023-01-07 13:11:00,Johnson's Bar,Rum,Captain Morgan,666.19,663.96,120.36,1209.79,2023-01-07,1,7,Saturday,13,3500.0,1209.7900000000002,False,False
2023-01-07 19:55:00,Johnson's Bar,Whiskey,Jameson,845.64,1495.0,241.23,2099.41,2023-01-07,1,7,Saturday,19,4000.0,2099.41,False,False
2023-01-07 12:30:00,Johnson's Bar,Vodka,Grey Goose,930.76,0.0,340.91,589.85,2023-01-07,1,7,Saturday,12,5000.0,589.8499999999999,False,False
2023-01-07 17:20:00,Brown's Bar,Beer,Coors,2292.18,0.0,428.46,1863.72,2023-01-07,1,7,Saturday,17,5700.0,1863.7199999999998,False,False
2023-01-07 10:39:00,Brown's Bar,Rum,Captain Morgan,2330.03,1185.79,360.86,3154.96,2023-01-07,1,7,Saturday,10,3300.0,3154.96,False,False
2023-01-07 14:01:00,Taylor's Bar,Whiskey,Jim Beam,2510.0,0.0,494.68,2010.0,2023-01-07,1,7,Saturday,14,3800.0,2015.32,False,False
2023-01-07 15:40:00,Taylor's Bar,Rum,Malibu,701.82,1383.97,553.38,1532.41,2023-01-07,1,7,Saturday,15,4300.0,1532.4099999999999,False,False
2023-01-07 19:48:00,Taylor's Bar,Beer,Miller,685.49,0.0,142.1,543.39,2023-01-07,1,7,Saturday,19,0.0,543.39,False,True
2023-01-07 21:38:00,Taylor's Bar,Vodka,Grey Goose,3073.92,0.0,491.0,2582.92,2023-01-07,1,7,Saturday,21,3700.0,2582.92,False,False
2023-01-07 12:12:00,Anderson's Bar,Whiskey,Jameson,2347.26,0.0,245.43,2101.83,2023-01-07,1,7,Saturday,12,3900.0,2101.8300000000004,False,False
2023-01-07 11:18:00,Anderson's Bar,Rum,Malibu,1061.57,585.72,175.78,1471.51,2023-01-07,1,7,Saturday,11,1600.0,1471.51,False,False
2023-01-07 11:28:00,Thomas's Bar,Wine,Yellow Tail,1344.05,0.0,567.38,776.67,2023-01-07,1,7,Saturday,11,4500.0,776.67,False,False
2023-01-07 20:42:00,Thomas's Bar,Vodka,Absolut,1837.66,593.47,338.72,2092.41,2023-01-07,1,7,Saturday,20,3900.0,2092.41,False,False
2023-01-07 22:34:00,Thomas's Bar,Beer,Coors,161.86,0.0,161.86,0.0,2023-01-07,1,7,Saturday,22,4500.0,0.0,True,False
2023-01-08 19:30:00,Smith's Bar,Vodka,Absolut,929.64,0.0,433.78,495.86,2023-01-08,1,8,Sunday,19,4100.0,495.86,True,False
2023-01-08 11:20:00,Smith's Bar,Wine,Barefoot,1971.53,0.0,514.55,1456.98,2023-01-08,1,8,Sunday,11,4300.0,1456.98,False,False
2023-01-08 19:50:00,Smith's Bar,Beer,Heineken,2969.22,809.52,117.53,3661.21,2023-01-08,1,8,Sunday,19,4900.0,3661.2099999999996,False,False
2023-01-08 14:41:00,Johnson's Bar,Vodka,Absolut,2583.37,0.0,224.63,2358.74,2023-01-08,1,8,Sunday,14,3400.0,2358.74,False,False
2023-01-08 18:08:00,Johnson's Bar,Rum,Malibu,2127.64,1090.43,580.94,2637.13,2023-01-08,1,8,Sunday,18,3600.0,2637.1299999999997,False,False
2023-01-08 15:47:00,Johnson's Bar,Wine,Yellow Tail,387.26,0.0,387.26,5.68e-14,2023-01-08,1,8,Sunday,15,3800.0,0.0,True,False
2023-01-08 14:18:00,Johnson's Bar,Beer,Miller,1721.57,0.0,527.82,1193.75,2023-01-08,1,8,Sunday,14,3800.0,1193.75,False,False
2023-01-08 20:22:00,Brown's Bar,Whiskey,Jim Beam,598.47,0.0,496.02,102.45,2023-01-08,1,8,Sunday,20,3300.0,102.45000000000005,True,False
2023-01-08 19:03:00,Brown's Bar,Vodka,Absolut,541.73,0.0,411.07,130.66,2023-01-08,1,8,Sunday,19,2600.0,130.66000000000003,True,False
2023-01-08 14:46:00,Taylor's Bar,Rum,Captain Morgan,126.78,1736.61,569.99,1290.0,2023-01-08,1,8,Sunday,14,5000.0,1293.3999999999999,False,False
2023-01-08 21:03:00,Taylor's Bar,Beer,Miller,543.39,0.0,444.16,99.23,2023-01-08,1,8,Sunday,21,0.0,99.22999999999996,True,True
2023-01-08 19:26:00,Taylor's Bar,Vodka,Absolut,932.84,0.0,139.59,793.25,2023-01-08,1,8,Sunday,19,4800.0,793.25,False,False
2023-01-08 19:18:00,Anderson's Bar,Vodka,Absolut,275.08,0.0,275.08,1.71e-13,2023-01-08,1,8,Sunday,19,3500.0,0.0,True,False
2023-01-08 11:45:00,Anderson's Bar,Wine,Yellow Tail,224.79,1361.15,379.83,1206.11,2023-01-08,1,8,Sunday,11,3800.0,1206.1100000000001,False,False
2023-01-08 10:04:00,Anderson's Bar,Whiskey,Jack Daniels,517.61,0.0,124.16,393.45,2023-01-08,1,8,Sunday,10,3000.0,393.45000000000005,True,False
2023-01-08 17:14:00,Anderson's Bar,Rum,Bacardi,1109.09,1166.18,216.8,2058.47,2023-01-08,1,8,Sunday,17,4400.0,2058.47,False,False
2023-01-08 21:53:00,Thomas's Bar,Beer,Heineken,2787.13,902.06,513.15,3176.04,2023-01-08,1,8,Sunday,21,4100.0,3176.04,False,False
2023-01-08 10:35:00,Thomas's Bar,Wine,Barefoot,226.31,0.0,226.31,8.53e-14,2023-01-08,1,8,Sunday,10,4100.0,0.0,True,False
2023-01-08 18:17:00,Thomas's Bar,Whiskey,Jim Beam,614.52,0.0,467.07,147.45,2023-01-08,1,8,Sunday,18,2200.0,147.45,True,False
2023-01-08 19:17:00,Thomas's Bar,Vodka,Grey Goose,1168.76,0.0,541.14,627.62,2023-01-08,1,8,Sunday,19,4600.0,627.62,False,False
2023-01-09 19:43:00,Smith's Bar,Vodka,Grey Goose,3130.74,1638.06,371.75,4397.05,2023-01-09,1,9,Monday,19,3800.0,4397.049999999999,False,False
2023-01-09 20:57:00,Smith's Bar,Beer,Heineken,3661.21,0.0,312.29,3348.92,2023-01-09,1,9,Monday,20,4900.0,3348.92,False,False
2023-01-09 15:29:00,Smith's Bar,Rum,Captain Morgan,4379.88,0.0,143.65,4236.23,2023-01-09,1,9,Monday,15,4000.0,4236.2300000000005,False,False
2023-01-09 12:56:00,Smith's Bar,Whiskey,Jim Beam,763.31,0.0,275.39,487.92,2023-01-09,1,9,Monday,12,4400.0,487.91999999999996,True,False
2023-01-09 21:50:00,Johnson's Bar,Rum,Malibu,2637.13,929.67,417.71,3149.09,2023-01-09,1,9,Monday,21,3600.0,3149.09,False,False
2023-01-09 11:50:00,Johnson's Bar,Whiskey,Jack Daniels,1822.27,0.0,296.23,1526.04,2023-01-09,1,9,Monday,11,4300.0,1526.04,False,False
2023-01-09 21:03:00,Brown's Bar,Rum,Malibu,1404.4,1718.48,361.04,2761.84,2023-01-09,1,9,Monday,21,3900.0,2761.84,False,False
2023-01-09 12:38:00,Brown's Bar,Vodka,Absolut,130.66,1422.51,160.65,1392.52,2023-01-09,1,9,Monday,12,2600.0,1392.52,False,False
2023-01-09 13:49:00,Brown's Bar,Beer,Coors,1860.0,0.0,444.47,1420.0,2023-01-09,1,9,Monday,13,5700.0,1415.53,False,False
2023-01-09 16:31:00,Brown's Bar,Whiskey,Jameson,1907.61,0.0,586.74,1320.87,2023-01-09,1,9,Monday,16,5700.0,1320.87,False,False
2023-01-09 17:02:00,Taylor's Bar,Wine,Yellow Tail,1048.26,0.0,393.76,654.5,2023-01-09,1,9,Monday,17,4000.0,654.5,False,False
